,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Absolute,Maximal,By Balance,By Equity
0,1553346,671,433 (64.53%),238 (35.47%),14.66 USD,-11.60 USD,"895.57 USD
 (88 680 pips)","-612.15 USD
 (56 270 pips)",27 (16.30 USD),62.99 USD (11),0.14,45.69%,21.39%,1 day ago,54.0,16 hours,5.92,22 (3.28%),649 (96.72%),1.46,0.42 USD,2.07 USD,-2.57 USD,11 (-46.22 USD),-46.22 USD (11),18.16%,220.40%,96%,0.18 USD,47.90 USD (6.40%),8.99% (48.22 USD),38.02% (189.92 USD)
0,1458231,395,297 (75.18%),98 (24.81%),53.73 USD,-60.34 USD,"1 428.89 USD
 (42 084 pips)","-759.16 USD
 (29 566 pips)",16 (23.41 USD),194.33 USD (15),0.22,79.39%,6.96%,6 hours ago,23.0,19 hours,9.22,202 (51.14%),193 (48.86%),1.88,1.70 USD,4.81 USD,-7.75 USD,4 (-40.03 USD),-60.38 USD (3),9.61%,116.66%,100%,3.32 USD,72.67 USD (5.70%),5.70% (72.81 USD),13.32% (160.82 USD)
0,798703,441,204 (46.25%),237 (53.74%),97.38 EUR,-71.84 EUR,"3 359.35 EUR
 (550 170 pips)","-2 868.10 EUR
 (345 227 pips)",7 (184.00 EUR),184.00 EUR (7),0.06,46.66%,100.57%,23 hours ago,7.0,1 day,1.59,333 (75.51%),108 (24.49%),1.17,1.11 EUR,16.47 EUR,-12.10 EUR,31 (-10.97 EUR),-169.12 EUR (6),-1.87%,-22.69%,76%,35.99 EUR,309.88 EUR (10.26%),24.82% (309.88 EUR),16.18% (185.81 EUR)
0,1632754,321,236 (73.52%),85 (26.48%),149.16 USD,-193.60 USD,"4 286.18 USD
 (450 891 pips)","-3 080.91 USD
 (304 099 pips)",25 (145.95 USD),593.69 USD (14),0.13,68.54%,5.70%,16 minutes ago,19.0,13 hours,1.2,155 (48.29%),166 (51.71%),1.39,3.75 USD,18.16 USD,-36.25 USD,6 (-779.94 USD),-779.94 USD (6),39.56%,479.99%,87%,0.32 USD,1 004.26 USD (30.44%),34.81% (1 005.34 USD),13.05% (278.12 USD)
0,1554481,64,60 (93.75%),4 (6.25%),10.22 USD,-55.27 USD,"177.31 USD
 (17 705 pips)","-60.88 USD
 (6 085 pips)",19 (49.15 USD),49.15 USD (19),0.28,43.15%,20.76%,1 hour ago,8.0,11 hours,2.11,29 (45.31%),35 (54.69%),2.91,1.82 USD,2.96 USD,-15.22 USD,1 (-55.27 USD),-55.27 USD (1),64.47%,,90%,0.00 USD,55.27 USD (32.66%),32.66% (55.27 USD),36.35% (54.47 USD)
0,1301477,602,419 (69.60%),183 (30.40%),75.42 USD,-78.30 USD,"1 558.70 USD
 (18 632 pips)","-732.19 USD
 (11 987 pips)",25 (474.78 USD),474.78 USD (25),0.17,4.48%,68.86%,9 hours ago,8.0,1 hour,3.32,168 (27.91%),434 (72.09%),2.13,1.37 USD,3.72 USD,-4.00 USD,6 (-34.53 USD),-189.07 USD (5),0.21%,2.51%,96%,7.75 USD,249.09 USD (12.18%),5.62% (188.24 USD),6.19% (11.09 USD)
0,1594006,150,129 (86.00%),21 (14.00%),53.28 USD,-71.16 USD,"708.15 USD
 (30 312 pips)","-278.71 USD
 (12 660 pips)",34 (186.53 USD),186.53 USD (34),0.29,38.33%,18.73%,18 hours ago,53.0,14 hours,3.83,35 (23.33%),115 (76.67%),2.54,2.86 USD,5.49 USD,-13.27 USD,7 (-111.98 USD),-111.98 USD (7),34.79%,,94%,0.24 USD,111.98 USD (7.65%),9.81% (112.26 USD),38.25% (424.58 USD)
0,1530148,1 115,817 (73.27%),298 (26.73%),162.93 EUR,-266.16 EUR,"7 826.69 EUR
 (961 596 pips)","-4 370.94 EUR
 (332 362 pips)",27 (208.84 EUR),477.71 EUR (7),0.15,98.36%,9.70%,6 hours ago,64.0,1 day,7.37,581 (52.11%),534 (47.89%),1.79,3.10 EUR,9.58 EUR,-14.67 EUR,8 (-58.20 EUR),-273.71 EUR (2),12.54%,152.94%,83%,0.34 EUR,468.78 EUR (4.51%),4.51% (469.27 EUR),38.18% (3 864.60 EUR)
0,965933,454,296 (65.19%),158 (34.80%),175.33 USD,-146.37 USD,"1 989.27 USD
 (551 037 pips)","-1 819.89 USD
 (406 337 pips)",18 (69.95 USD),175.33 USD (1),0.02,69.25%,101.83%,2 days ago,6.0,2 days,0.82,180 (39.65%),274 (60.35%),1.09,0.37 USD,6.72 USD,-11.52 USD,6 (-29.62 USD),-146.37 USD (1),-6.23%,-75.60%,10%,58.64 USD,206.28 USD (9.60%),28.44% (177.49 USD),21.54% (127.08 USD)
0,1452558,280,192 (68.57%),88 (31.43%),37.65 USD,-11.36 USD,"613.83 USD
 (771 928 pips)","-328.62 USD
 (778 943 pips)",29 (18.28 USD),76.38 USD (12),0.18,75.57%,11.94%,2 days ago,12.0,2 days,6.0,279 (99.64%),1 (0.36%),1.87,1.02 USD,3.20 USD,-3.73 USD,8 (-12.08 USD),-47.53 USD (6),5.21%,63.18%,96%,0.00 USD,47.53 USD (4.00%),4.49% (38.09 USD),47.09% (500.25 USD)
0,1190666,467,370 (79.22%),97 (20.77%),358.46 EUR,-138.93 EUR,"12 429.50 EUR
 (96 178 pips)","-3 049.12 EUR
 (29 405 pips)",41 (917.11 EUR),1 245.32 EUR (15),0.2,36.34%,15.70%,2 days ago,16.0,2 days,23.92,258 (55.25%),209 (44.75%),4.08,20.09 EUR,33.59 EUR,-31.43 EUR,8 (-66.71 EUR),-392.17 EUR (5),1.38%,16.73%,100%,120.90 EUR,392.17 EUR (26.17%),3.62% (396.58 EUR),18.24% (1 987.04 EUR)
0,1471268,171,149 (87.13%),22 (12.87%),4.53 USD,-12.39 USD,"134.68 USD
 (13 906 pips)","-72.42 USD
 (6 576 pips)",19 (17.24 USD),17.24 USD (19),0.23,4.28%,9.10%,2 hours ago,10.0,45 minutes,3.07,82 (47.95%),89 (52.05%),1.86,0.36 USD,0.90 USD,-3.29 USD,2 (-20.16 USD),-20.16 USD (2),27.04%,328.03%,28%,0.04 USD,20.25 USD (26.28%),20.22% (20.22 USD),14.07% (14.66 USD)
0,1560045,60,34 (56.66%),26 (43.33%),18.96 EUR,-25.34 EUR,"224.81 EUR
 (22 019 pips)","-185.73 EUR
 (14 443 pips)",7 (61.00 EUR),61.00 EUR (7),0.11,90.27%,15.13%,1 day ago,4.0,2 days,0.8,32 (53.33%),28 (46.67%),1.21,0.65 EUR,6.61 EUR,-7.14 EUR,4 (-27.83 EUR),-27.83 EUR (4),15.86%,192.39%,75%,28.89 EUR,48.91 EUR (28.08%),32.10% (36.57 EUR),16.46% (28.66 EUR)
0,835278,322,195 (60.55%),127 (39.44%),100.31 EUR,-125.46 EUR,"4 102.16 EUR
 (8 415 128 pips)","-3 675.24 EUR
 (7 957 053 pips)",17 (277.46 EUR),315.03 EUR (6),0.06,14.71%,102.05%,3 minutes ago,7.0,9 hours,0.8,204 (63.35%),118 (36.65%),1.12,1.33 EUR,21.04 EUR,-28.94 EUR,8 (-51.00 EUR),-533.32 EUR (7),1.96%,23.78%,91%,0.00 EUR,533.32 EUR (33.05%),14.43% (171.70 EUR),4.86% (53.80 EUR)
0,1237817,1 600,1 111 (69.43%),489 (30.56%),136.60 USD,-113.20 USD,"2 709.84 USD
 (203 322 pips)","-2 347.80 USD
 (57 898 pips)",29 (32.58 USD),175.41 USD (16),0.05,54.64%,20.07%,3 hours ago,18.0,7 hours,1.06,638 (39.88%),962 (60.13%),1.15,0.23 USD,2.44 USD,-4.80 USD,16 (-70.66 USD),-335.60 USD (3),4.35%,52.81%,99%,246.60 USD,341.20 USD (31.17%),31.04% (339.80 USD),13.76% (167.75 USD)
0,1432073,570,400 (70.17%),170 (29.82%),229.15 USD,-107.87 USD,"12 243.44 USD
 (105 318 pips)","-3 505.26 USD
 (32 530 pips)",45 (973.22 USD),973.22 USD (45),0.36,44.24%,8.01%,22 hours ago,30.0,2 days,21.44,296 (51.93%),274 (48.07%),3.49,15.33 USD,30.61 USD,-20.62 USD,47 (-313.13 USD),-377.84 USD (4),2.76%,33.46%,99%,0.00 USD,407.53 USD (3.85%),3.84% (407.53 USD),10.05% (1 324.11 USD)
0,1574075,89,64 (71.91%),25 (28.09%),293.51 USD,-137.82 USD,"4 599.32 USD
 (47 065 pips)","-765.69 USD
 (18 538 pips)",13 (1 044.19 USD),1 044.19 USD (13),0.58,51.91%,47.37%,2 days ago,7.0,2 days,20.57,31 (34.83%),58 (65.17%),6.01,43.07 USD,71.86 USD,-30.63 USD,4 (-186.36 USD),-186.36 USD (4),47.07%,571.11%,0%,0.00 USD,186.36 USD (5.54%),5.54% (186.36 USD),25.95% (743.41 USD)
0,1602461,259,187 (72.20%),72 (27.80%),34.84 USD,-19.72 USD,"632.98 USD
 (43 908 pips)","-261.32 USD
 (22 526 pips)",12 (31.27 USD),48.93 USD (5),0.3,35.86%,5.90%,2 hours ago,37.0,3 hours,5.82,39 (15.06%),220 (84.94%),2.42,1.43 USD,3.38 USD,-3.63 USD,5 (-63.86 USD),-63.86 USD (5),27.50%,,100%,0.00 USD,63.86 USD (5.81%),5.81% (63.86 USD),16.77% (182.02 USD)
0,862069,4 488,3 531 (78.67%),957 (21.32%),1 420.00 USD,-855.24 USD,"57 865.77 USD
 (737 894 pips)","-25 820.85 USD
 (551 922 pips)",43 (113.78 USD),1 493.28 USD (3),0.09,99.17%,16.25%,2 minutes ago,27.0,3 days,29.27,2 554 (56.91%),1 934 (43.09%),2.24,7.14 USD,16.39 USD,-26.98 USD,5 (-520.88 USD),-855.24 USD (1),2.58%,31.32%,100%,0.55 USD,1 094.95 USD (4.47%),4.47% (1 094.95 USD),51.34% (18 895.91 USD)
0,1501325,1 297,940 (72.47%),357 (27.53%),109.35 USD,-262.26 USD,"6 209.53 USD
 (216 799 pips)","-4 347.85 USD
 (124 554 pips)",27 (146.52 USD),656.74 USD (17),0.1,100.00%,6.25%,3 hours ago,22.0,2 days,2.08,476 (36.70%),821 (63.30%),1.43,1.44 USD,6.61 USD,-12.18 USD,11 (-74.94 USD),-677.44 USD (6),0.69%,8.43%,99%,332.04 USD,893.08 USD (14.20%),14.05% (888.74 USD),27.93% (1 895.81 USD)
0,1604434,101,72 (71.28%),29 (28.71%),111.90 USD,-200.52 USD,"2 147.09 USD
 (25 115 pips)","-1 461.10 USD
 (18 852 pips)",15 (315.87 USD),429.99 USD (13),0.15,96.75%,11.48%,18 hours ago,16.0,21 hours,1.18,33 (32.67%),68 (67.33%),1.47,6.79 USD,29.82 USD,-50.38 USD,4 (-552.60 USD),-552.60 USD (4),53.50%,,0%,230.41 USD,582.05 USD (19.85%),29.23% (581.55 USD),38.20% (575.50 USD)
0,1434198,1 862,1 124 (60.36%),738 (39.63%),1 121.35 USD,-466.92 USD,"150 333.44 USD
 (9 547 224 pips)","-105 998.31 USD
 (7 550 972 pips)",57 (5 406.80 USD),7 428.23 USD (56),0.11,72.76%,50.99%,6 hours ago,33.0,19 hours,2.98,994 (53.38%),868 (46.62%),1.42,23.81 USD,133.75 USD,-143.63 USD,24 (-1 607.90 USD),-5 943.87 USD (23),1.10%,13.39%,84%,2 810.16 USD,14 869.23 USD (21.22%),21.18% (14 869.23 USD),6.48% (4 183.94 USD)
0,1213155,1 760,1 236 (70.22%),524 (29.77%),343.07 USD,-445.48 USD,"12 974.65 USD
 (323 734 pips)","-10 271.56 USD
 (242 572 pips)",35 (519.41 USD),1 301.08 USD (9),0.04,71.15%,85.85%,5 hours ago,52.0,16 hours,1.93,1 006 (57.16%),754 (42.84%),1.26,1.54 USD,10.50 USD,-19.60 USD,8 (-175.13 USD),-859.91 USD (4),4.95%,60.10%,100%,618.18 USD,1 399.27 USD (74.50%),48.62% (1 399.27 USD),42.70% (893.95 USD)
0,1574933,2 006,1 355 (67.54%),651 (32.45%),119.46 USD,-112.63 USD,"6 928.89 USD
 (251 994 pips)","-5 812.26 USD
 (228 792 pips)",21 (90.25 USD),124.17 USD (2),0.07,95.19%,20.89%,4 minutes ago,140.0,17 hours,2.96,971 (48.40%),1 035 (51.60%),1.19,0.56 USD,5.11 USD,-8.93 USD,14 (-26.75 USD),-180.91 USD (3),-7.61%,-92.34%,98%,94.64 USD,377.05 USD (9.86%),18.03% (377.22 USD),12.95% (267.52 USD)
0,1575756,81,67 (82.71%),14 (17.28%),63.40 USD,-61.20 USD,"502.99 USD
 (17 987 pips)","-391.68 USD
 (13 227 pips)",32 (118.18 USD),118.18 USD (32),0.11,26.34%,80.82%,47 minutes ago,19.0,10 hours,0.77,40 (49.38%),41 (50.62%),1.28,1.37 USD,7.51 USD,-27.98 USD,2 (-41.86 USD),-61.20 USD (1),5.65%,68.58%,76%,28.74 USD,143.71 USD (45.32%),45.32% (143.71 USD),27.92% (48.42 USD)
0,1218100,3 968,3 333 (83.99%),635 (16.00%),180.00 BRL,-600.00 BRL,"31 356.00 BRL
 (190 541 564 pips)","-26 890.00 BRL
 (69 955 pips)",47 (1 590.00 BRL),1 590.00 BRL (47),0.03,1.34%,36.17%,15 hours ago,4.0,2 minutes,2.64,1 986 (50.05%),1 982 (49.95%),1.17,1.13 BRL,9.41 BRL,-42.35 BRL,6 (-223.00 BRL),-686.00 BRL (4),9.58%,116.25%,94%,537.00 BRL,1 689.00 BRL (16.75%),21.68% (1 689.00 BRL),6.77% (368.00 BRL)
0,962021,478,322 (67.36%),156 (32.64%),2.12 USD,-3.73 USD,"125.11 USD
 (15 011 pips)","-84.36 USD
 (7 093 pips)",15 (8.67 USD),8.67 USD (15),0.21,4.92%,9.10%,6 days ago,1.0,1 hour,6.91,314 (65.69%),164 (34.31%),1.48,0.09 USD,0.39 USD,-0.54 USD,6 (-3.59 USD),-5.65 USD (4),-2.15%,-26.07%,100%,0.41 USD,5.90 USD (4.10%),4.40% (5.47 USD),4.06% (5.25 USD)
0,1454267,103,77 (74.75%),26 (25.24%),152.88 USD,-473.61 USD,"4 245.10 USD
 (17 399 pips)","-3 207.61 USD
 (13 317 pips)",23 (1 201.90 USD),1 201.90 USD (23),0.11,18.62%,114.30%,5 days ago,8.0,15 hours,0.8,9 (8.74%),94 (91.26%),1.32,10.07 USD,55.13 USD,-123.37 USD,7 (-645.24 USD),-1 294.83 USD (4),36.11%,438.14%,100%,578.90 USD,1 294.83 USD (47.68%),47.68% (1 294.83 USD),45.07% (1 003.26 USD)
0,1315897,880,718 (81.59%),162 (18.41%),99.04 EUR,-77.01 EUR,"2 956.76 EUR
 (38 009 pips)","-2 611.52 EUR
 (25 027 pips)",25 (51.92 EUR),262.31 EUR (21),0.07,16.35%,22.47%,7 hours ago,18.0,4 hours,1.02,417 (47.39%),463 (52.61%),1.13,0.39 EUR,4.12 EUR,-16.12 EUR,6 (-135.40 EUR),-159.12 EUR (4),-12.20%,-100.00%,100%,35.12 EUR,338.23 EUR (20.79%),21.08% (337.49 EUR),10.54% (123.72 EUR)
0,1045551,2 727,1 898 (69.60%),829 (30.40%),33.39 USD,-110.05 USD,"6 330.87 USD
 (99 855 pips)","-5 425.85 USD
 (57 629 pips)",40 (103.97 USD),122.50 USD (33),0.12,19.87%,51.98%,10 hours ago,55.0,5 hours,2.23,1 438 (52.73%),1 289 (47.27%),1.17,0.33 USD,3.34 USD,-6.55 USD,10 (-107.38 USD),-248.66 USD (6),-2.04%,-24.77%,99%,68.18 USD,406.58 USD (31.58%),36.39% (407.40 USD),29.90% (294.10 USD)
0,1344267,104,55 (52.88%),49 (47.12%),98.00 USD,-173.60 USD,"1 963.62 USD
 (181 984 pips)","-1 581.05 USD
 (134 877 pips)",6 (190.78 USD),190.78 USD (6),0.11,25.04%,2.96%,6 days ago,2.0,24 hours,1.43,52 (50.00%),52 (50.00%),1.24,3.68 USD,35.70 USD,-32.27 USD,3 (-53.23 USD),-197.03 USD (2),-18.21%,-100.00%,100%,85.33 USD,266.97 USD (16.69%),22.39% (266.97 USD),13.75% (151.10 USD)
0,1500879,680,498 (73.23%),182 (26.76%),27.02 USD,-58.16 USD,"1 235.03 USD
 (96 685 pips)","-756.89 USD
 (41 601 pips)",21 (77.14 USD),151.10 USD (11),0.14,65.13%,3.86%,3 hours ago,18.0,20 hours,2.82,183 (26.91%),497 (73.09%),1.63,0.70 USD,2.48 USD,-4.16 USD,5 (-168.26 USD),-168.26 USD (5),3.50%,42.50%,100%,75.55 USD,169.38 USD (10.08%),10.29% (168.89 USD),15.80% (257.56 USD)
0,1607467,513,405 (78.94%),108 (21.05%),14.77 USD,-12.84 USD,"582.66 USD
 (48 319 pips)","-260.58 USD
 (20 744 pips)",19 (17.93 USD),30.30 USD (8),0.27,83.39%,22.22%,46 minutes ago,135.0,11 hours,15.09,254 (49.51%),259 (50.49%),2.24,0.63 USD,1.44 USD,-2.41 USD,6 (-19.32 USD),-21.34 USD (3),51.11%,,100%,0.00 USD,21.34 USD (2.80%),2.80% (21.34 USD),29.02% (217.96 USD)
0,1593539,422,224 (53.08%),198 (46.92%),92.00 USD,-32.78 USD,"3 331.18 USD
 (37 336 pips)","-2 829.49 USD
 (27 120 pips)",12 (351.26 USD),351.26 USD (12),0.08,1.70%,89.64%,2 hours ago,12.0,40 minutes,1.54,231 (54.74%),191 (45.26%),1.18,1.19 USD,14.87 USD,-14.29 USD,10 (-235.29 USD),-235.29 USD (10),-6.35%,-77.11%,0%,288.70 USD,325.10 USD (22.80%),22.80% (325.10 USD),1.99% (39.72 USD)
0,1400498,4 478,2 274 (50.78%),2 204 (49.22%),526.50 USD,-497.75 USD,"59 932.33 USD
 (345 414 pips)","-54 643.87 USD
 (305 897 pips)",13 (45.53 USD),654.25 USD (3),0.03,17.90%,10.61%,20 hours ago,22.0,28 minutes,6.45,1 840 (41.09%),2 638 (58.91%),1.1,1.18 USD,26.36 USD,-24.79 USD,11 (-7.29 USD),-669.60 USD (4),4.59%,55.72%,0%,3.20 USD,819.95 USD (10.92%),17.77% (376.50 USD),5.10% (323.25 USD)
0,1463280,155,148 (95.48%),7 (4.52%),3.83 USD,-79.14 USD,"298.15 USD
 (30 256 pips)","-130.49 USD
 (12 553 pips)",42 (88.28 USD),88.28 USD (42),0.26,85.79%,8.00%,5 days ago,7.0,20 hours,2.12,81 (52.26%),74 (47.74%),2.28,1.08 USD,2.01 USD,-18.64 USD,2 (-26.08 USD),-79.14 USD (1),-8.07%,-97.90%,95%,0.03 USD,79.20 USD (26.85%),26.84% (79.17 USD),50.97% (150.34 USD)
0,1456400,343,264 (76.96%),79 (23.03%),24.31 USD,-90.14 USD,"752.47 USD
 (51 626 pips)","-430.26 USD
 (23 332 pips)",38 (103.14 USD),103.14 USD (38),0.17,35.94%,6.95%,6 hours ago,23.0,14 hours,3.51,168 (48.98%),175 (51.02%),1.75,0.94 USD,2.85 USD,-5.45 USD,11 (-53.11 USD),-90.14 USD (1),10.71%,129.97%,71%,0.22 USD,91.74 USD (7.06%),7.00% (91.09 USD),6.42% (86.85 USD)
0,1218084,2 692,2 405 (89.33%),287 (10.66%),1 035.00 BRL,-780.00 BRL,"36 402.00 BRL
 (127 910 956 pips)","-24 059.00 BRL
 (36 260 pips)",76 (1 291.00 BRL),2 151.00 BRL (10),0.08,1.51%,11.37%,15 hours ago,0.0,4 minutes,7.48,1 349 (50.11%),1 343 (49.89%),1.51,4.59 BRL,15.14 BRL,-83.83 BRL,7 (-390.00 BRL),-780.00 BRL (1),7.69%,93.36%,90%,0.00 BRL,1 650.00 BRL (7.20%),7.56% (1 056.00 BRL),3.41% (774.00 BRL)
0,1609714,481,267 (55.50%),214 (44.49%),30.86 USD,-62.21 USD,"890.27 USD
 (49 368 pips)","-665.98 USD
 (28 821 pips)",52 (79.09 USD),142.73 USD (16),0.09,32.21%,104.43%,12 hours ago,26.0,6 hours,1.88,347 (72.14%),134 (27.86%),1.34,0.47 USD,3.33 USD,-3.11 USD,27 (-31.35 USD),-72.37 USD (13),23.10%,,0%,34.96 USD,118.99 USD (15.65%),15.17% (93.71 USD),7.88% (68.21 USD)
0,1209004,1 329,998 (75.09%),331 (24.91%),26.96 USD,-58.16 USD,"2 179.87 USD
 (127 519 pips)","-1 566.55 USD
 (61 515 pips)",28 (30.49 USD),151.40 USD (11),0.13,59.21%,8.89%,3 hours ago,18.0,13 hours,3.62,476 (35.82%),853 (64.18%),1.39,0.46 USD,2.18 USD,-4.73 USD,5 (-168.32 USD),-168.32 USD (5),3.03%,36.71%,100%,54.21 USD,169.44 USD (7.32%),7.60% (168.95 USD),11.52% (257.56 USD)
0,1541293,818,570 (69.68%),248 (30.32%),2 567.28 USD,-319.56 USD,"21 089.61 USD
 (287 892 pips)","-10 597.16 USD
 (210 744 pips)",19 (288.97 USD),2 637.46 USD (3),0.12,100.00%,0.68%,7 hours ago,18.0,6 days,14.96,417 (50.98%),401 (49.02%),1.99,12.83 USD,37.00 USD,-42.73 USD,4 (-567.80 USD),-701.45 USD (3),1.54%,18.64%,97%,0.00 USD,701.45 USD (1.32%),1.54% (567.80 USD),2.22% (305.92 USD)
0,1500355,153,142 (92.81%),11 (7.19%),12.21 USD,-12.17 USD,"202.85 USD
 (20 558 pips)","-50.33 USD
 (4 904 pips)",43 (81.53 USD),81.53 USD (43),0.4,41.88%,9.46%,1 day ago,12.0,20 hours,12.53,83 (54.25%),70 (45.75%),4.03,1.00 USD,1.43 USD,-4.58 USD,2 (-9.62 USD),-12.17 USD (1),2.71%,32.87%,100%,0.36 USD,12.17 USD (4.36%),4.37% (12.21 USD),10.86% (27.84 USD)
0,1582837,586,418 (71.33%),168 (28.67%),224.50 USD,-202.73 USD,"3 781.74 USD
 (105 598 pips)","-3 413.33 USD
 (100 501 pips)",13 (21.75 USD),277.36 USD (4),0.05,99.15%,6.90%,46 minutes ago,63.0,1 day,1.17,275 (46.93%),311 (53.07%),1.11,0.63 USD,9.05 USD,-20.32 USD,4 (-33.16 USD),-315.09 USD (3),6.32%,,0%,2.07 USD,315.09 USD (26.97%),15.12% (223.63 USD),25.30% (415.31 USD)
0,1624748,54,29 (53.70%),25 (46.30%),4 408.48 USD,-1 499.74 USD,"9 464.23 USD
 (204 575 pips)","-4 985.94 USD
 (183 057 pips)",8 (108.63 USD),4 408.48 USD (1),0.11,42.75%,17.33%,2 days ago,9.0,11 hours,1.84,19 (35.19%),35 (64.81%),1.9,82.93 USD,326.35 USD,-199.44 USD,6 (-2 301.21 USD),-2 316.04 USD (3),41.04%,,100%,2 154.84 USD,2 434.59 USD (23.68%),23.68% (2 434.59 USD),12.43% (1 436.72 USD)
0,1258804,381,276 (72.44%),105 (27.56%),61.84 USD,-56.75 USD,"1 106.43 USD
 (811 600 pips)","-658.83 USD
 (1 723 334 pips)",21 (17.62 USD),252.57 USD (11),0.18,15.73%,8.28%,5 days ago,4.0,4 hours,6.03,166 (43.57%),215 (56.43%),1.68,1.17 USD,4.01 USD,-6.27 USD,4 (-12.40 USD),-56.75 USD (1),1.39%,17.41%,81%,0.09 USD,74.23 USD (13.01%),7.16% (18.29 USD),6.85% (16.91 USD)
0,1501217,1 433,1 022 (71.31%),411 (28.68%),122.04 USD,-249.84 USD,"7 078.09 USD
 (230 634 pips)","-5 408.57 USD
 (134 995 pips)",28 (102.03 USD),658.47 USD (12),0.08,100.00%,14.43%,3 hours ago,20.0,2 days,1.87,550 (38.38%),883 (61.62%),1.31,1.17 USD,6.93 USD,-13.16 USD,13 (-75.04 USD),-663.85 USD (5),3.79%,45.97%,93%,308.20 USD,891.74 USD (24.61%),26.05% (887.75 USD),49.42% (1 404.87 USD)
0,1398348,771,607 (78.72%),164 (21.27%),56.23 USD,-22.02 USD,"996.40 USD
 (86 685 pips)","-516.04 USD
 (50 578 pips)",35 (34.09 USD),56.67 USD (12),0.15,80.75%,6.12%,50 minutes ago,35.0,16 hours,8.63,389 (50.45%),382 (49.55%),1.93,0.62 USD,1.64 USD,-3.15 USD,6 (-22.09 USD),-54.80 USD (5),3.99%,49.32%,100%,14.59 USD,55.64 USD (3.61%),3.59% (55.37 USD),16.30% (251.18 USD)
0,1458859,506,400 (79.05%),106 (20.95%),134.67 EUR,-563.86 EUR,"4 328.60 EUR
 (48 307 pips)","-3 428.97 EUR
 (35 914 pips)",26 (171.59 EUR),603.05 EUR (17),0.09,47.41%,18.29%,10 hours ago,7.0,12 hours,0.74,257 (50.79%),249 (49.21%),1.26,1.78 EUR,10.82 EUR,-32.35 EUR,13 (-824.03 EUR),-824.03 EUR (13),-2.07%,-25.12%,96%,0.55 EUR,1 212.27 EUR (32.22%),25.43% (1 211.16 EUR),18.77% (846.89 EUR)
0,1221221,1 326,985 (74.28%),341 (25.72%),26.92 USD,-58.16 USD,"2 135.58 USD
 (125 546 pips)","-1 572.99 USD
 (61 755 pips)",26 (29.64 USD),151.16 USD (11),0.12,60.07%,8.62%,3 hours ago,18.0,13 hours,3.32,464 (34.99%),862 (65.01%),1.36,0.42 USD,2.17 USD,-4.61 USD,5 (-168.27 USD),-168.27 USD (5),3.10%,37.66%,100%,63.77 USD,169.39 USD (7.48%),8.22% (168.90 USD),13.00% (257.56 USD)
0,1319699,520,359 (69.03%),161 (30.96%),704.70 USD,-722.52 USD,"5 277.33 USD
 (113 845 pips)","-4 334.57 USD
 (120 051 pips)",5 (19.15 USD),706.70 USD (2),0.04,100.00%,20.67%,18 hours ago,19.0,1 day,1.3,254 (48.85%),266 (51.15%),1.22,1.81 USD,14.70 USD,-26.92 USD,1 (-722.52 USD),-722.52 USD (1),3.06%,37.09%,99%,0.00 USD,722.52 USD (17.07%),17.07% (722.52 USD),17.49% (617.25 USD)
0,1467681,599,166 (27.71%),433 (72.29%),54.10 EUR,-35.81 EUR,"595.21 EUR
 (2 702 406 pips)","-430.63 EUR
 (1 820 834 pips)",8 (2.40 EUR),61.72 EUR (7),0.06,55.21%,17.24%,15 hours ago,3.0,6 hours,1.11,448 (74.79%),151 (25.21%),1.38,0.27 EUR,3.59 EUR,-0.99 EUR,33 (-11.13 EUR),-66.11 EUR (12),26.61%,322.91%,0%,35.73 EUR,148.03 EUR (28.42%),23.83% (147.98 EUR),1.75% (8.74 EUR)
0,1594739,88,67 (76.13%),21 (23.86%),58.55 USD,-9.31 USD,"328.95 USD
 (63 628 pips)","-56.17 USD
 (17 008 pips)",15 (122.40 USD),122.40 USD (15),0.3,93.57%,4.52%,1 hour ago,11.0,3 days,29.3,53 (60.23%),35 (39.77%),5.86,3.10 USD,4.91 USD,-2.67 USD,4 (-4.27 USD),-9.31 USD (1),11.83%,143.49%,0%,0.02 USD,9.31 USD (10.89%),14.78% (6.34 USD),15.52% (74.26 USD)
0,1419762,2 186,1 734 (79.32%),452 (20.68%),41 059.42 CNH,-17 256.43 CNH,"1 190 489.59 CNH
 (459 401 pips)","-483 679.12 CNH
 (360 572 pips)",59 (15 123.83 CNH),43 425.10 CNH (6),0.17,98.84%,39.90%,7 minutes ago,91.0,2 days,18.35,674 (30.83%),1 512 (69.17%),2.46,323.34 CNH,686.56 CNH,-1 070.09 CNH,28 (-12 888.87 CNH),-38 510.80 CNH (3),11.30%,137.10%,94%,0.00 CNH,38 510.80 CNH (12.06%),3.40% (38 510.80 CNH),47.93% (305 959.04 CNH)
